time,open,high,low,close,tick_volume,spread,real_volume,BASE_SMA,up_down,pivot
2025-02-17 01:04:00,152.29,152.291,152.284,152.285,19,1,0,152.25275000000002,True,
2025-02-17 01:05:00,152.285,152.297,152.274,152.295,30,1,0,152.25605000000002,True,
2025-02-17 01:06:00,152.295,152.296,152.282,152.286,20,1,0,152.25920000000002,True,
2025-02-17 01:07:00,152.286,152.29,152.285,152.287,19,1,0,152.26245,True,
2025-02-17 01:08:00,152.287,152.301,152.282,152.295,22,2,0,152.2661,True,
2025-02-17 01:09:00,152.295,152.297,152.272,152.279,35,1,0,152.26895,True,
2025-02-17 01:10:00,152.279,152.279,152.267,152.269,27,1,0,152.2703,True,
2025-02-17 01:11:00,152.269,152.275,152.259,152.263,75,1,0,152.2713,True,
2025-02-17 01:12:00,152.263,152.264,152.258,152.26,36,1,0,152.27205,True,
2025-02-17 01:13:00,152.26,152.26,152.254,152.255,23,2,0,152.27249999999998,True,
2025-02-17 01:14:00,152.255,152.264,152.255,152.262,57,2,0,152.2733,True,
2025-02-17 01:15:00,152.262,152.262,152.241,152.244,28,1,0,152.27320000000003,False,
2025-02-17 01:16:00,152.244,152.25,152.242,152.244,53,1,0,152.27304999999998,False,
2025-02-17 01:17:00,152.244,152.245,152.233,152.236,72,1,0,152.2725,False,
2025-02-17 01:18:00,152.236,152.236,152.217,152.221,40,1,0,152.27125,False,
2025-02-17 01:19:00,152.22,152.222,152.209,152.212,55,1,0,152.26955,False,
2025-02-17 01:20:00,152.212,152.239,152.179,152.234,127,2,0,152.26569999999998,False,
2025-02-17 01:21:00,152.234,152.239,152.233,152.236,104,1,0,152.26235,False,
2025-02-17 01:22:00,152.236,152.263,152.236,152.262,98,1,0,152.26075,False,
2025-02-17 01:23:00,152.262,152.268,152.261,152.265,43,1,0,152.2595,False,
2025-02-17 01:24:00,152.265,152.267,152.253,152.267,25,1,0,152.25859999999997,False,
2025-02-17 01:25:00,152.267,152.295,152.265,152.292,65,1,0,152.25844999999998,False,
2025-02-17 01:26:00,152.292,152.296,152.29,152.29,34,1,0,152.25865000000002,True,
2025-02-17 01:27:00,152.29,152.295,152.289,152.294,19,2,0,152.259,True,
2025-02-17 01:28:00,152.294,152.307,152.292,152.306,69,2,0,152.25955000000002,True,
2025-02-17 01:29:00,152.306,152.306,152.296,152.299,42,1,0,152.26055000000002,True,
2025-02-17 01:30:00,152.299,152.31,152.296,152.309,45,1,0,152.26254999999998,True,
2025-02-17 01:31:00,152.309,152.337,152.308,152.314,49,1,0,152.26510000000002,True,
2025-02-17 01:32:00,152.314,152.362,152.312,152.361,91,3,0,152.27015,True,
2025-02-17 01:33:00,152.361,152.366,152.348,152.348,74,1,0,152.2748,True,
2025-02-17 01:34:00,152.348,152.366,152.348,152.36,34,1,0,152.2797,True,
2025-02-17 01:35:00,152.361,152.384,152.361,152.379,62,1,0,152.28645,True,
2025-02-17 01:36:00,152.379,152.38,152.36,152.363,43,1,0,152.2924,True,
2025-02-17 01:37:00,152.363,152.365,152.344,152.349,63,1,0,152.29805,True,
2025-02-17 01:38:00,152.345,152.365,152.338,152.365,69,1,0,152.30525,True,
2025-02-17 01:39:00,152.365,152.369,152.346,152.349,38,1,0,152.3121,True,
2025-02-17 01:40:00,152.349,152.365,152.348,152.349,32,1,0,152.31785,True,
2025-02-17 01:41:00,152.349,152.354,152.349,152.352,19,1,0,152.32365,True,
2025-02-17 01:42:00,152.352,152.358,152.347,152.348,39,1,0,152.32795,True,
2025-02-17 01:43:00,152.348,152.348,152.338,152.343,45,2,0,152.33185,True,
2025-02-17 01:44:00,152.343,152.346,152.32,152.337,53,1,0,152.33535,True,
2025-02-17 01:45:00,152.337,152.343,152.333,152.341,44,1,0,152.3378,True,
2025-02-17 01:46:00,152.341,152.346,152.329,152.342,51,1,0,152.3404,True,
2025-02-17 01:47:00,152.342,152.344,152.342,152.343,30,1,0,152.34285,True,
2025-02-17 01:48:00,152.349,152.39,152.332,152.374,135,3,0,152.34625,True,
2025-02-17 01:49:00,152.374,152.377,152.329,152.343,65,2,0,152.34845,True,
2025-02-17 01:50:00,152.343,152.378,152.115,152.119,209,3,0,152.33895,False,
2025-02-17 01:51:00,152.119,152.12,152.039,152.046,133,2,0,152.32555,False,
2025-02-17 01:52:00,152.046,152.157,152.044,152.136,80,2,0,152.3143,False,
2025-02-17 01:53:00,152.136,152.163,152.112,152.112,70,1,0,152.3025,False,
2025-02-17 01:54:00,152.112,152.127,152.083,152.093,87,1,0,152.28915,False,
2025-02-17 01:55:00,152.093,152.107,152.082,152.084,78,1,0,152.27439999999999,False,
2025-02-17 01:56:00,152.084,152.106,152.052,152.055,98,2,0,152.25900000000001,False,
2025-02-17 01:57:00,152.055,152.058,152.023,152.024,76,1,0,152.24275,False,
2025-02-17 01:58:00,152.024,152.028,151.977,151.992,147,1,0,152.2241,False,
2025-02-17 01:59:00,151.992,152.019,151.963,152.009,101,1,0,152.2071,False,
2025-02-17 02:00:00,152.009,152.029,151.969,151.996,139,1,0,152.18945,False,
2025-02-17 02:01:00,151.998,151.998,151.962,151.973,132,1,0,152.1705,False,
2025-02-17 02:02:00,151.979,151.979,151.905,151.919,162,1,0,152.14905000000002,False,
2025-02-17 02:03:00,151.919,151.969,151.919,151.954,132,1,0,152.12959999999998,False,
2025-02-17 02:04:00,151.954,151.983,151.951,151.982,117,1,0,152.11184999999998,False,
2025-02-17 02:05:00,151.982,152.011,151.965,152.0,156,1,0,152.0948,False,
2025-02-17 02:06:00,152.0,152.028,151.96,151.96,85,1,0,152.07569999999998,False,
2025-02-17 02:07:00,151.96,152.008,151.96,151.99,110,1,0,152.05805,False,
2025-02-17 02:08:00,151.99,152.017,151.962,151.974,93,1,0,152.03805,False,
2025-02-17 02:09:00,151.974,151.991,151.934,151.94,89,1,0,152.0179,False,
2025-02-17 02:10:00,151.94,151.984,151.907,151.977,117,1,0,152.01080000000002,False,
2025-02-17 02:11:00,151.977,152.045,151.966,152.03,114,1,0,152.01,False,
2025-02-17 02:12:00,152.032,152.043,152.019,152.041,99,1,0,152.00525,False,
2025-02-17 02:13:00,152.041,152.058,152.019,152.044,103,1,0,152.00185,False,
2025-02-17 02:14:00,152.045,152.045,152.003,152.022,130,1,0,151.9983,False,
2025-02-17 02:15:00,152.02,152.034,151.991,152.029,159,1,0,151.99555,False,
2025-02-17 02:16:00,152.029,152.071,152.028,152.042,161,1,0,151.99489999999997,False,
2025-02-17 02:17:00,152.042,152.091,152.041,152.082,142,1,0,151.9978,True,
2025-02-17 02:18:00,152.081,152.095,152.063,152.081,123,1,0,152.00224999999998,True,
2025-02-17 02:19:00,152.081,152.113,152.079,152.111,112,1,0,152.00735000000003,True,
2025-02-17 02:20:00,152.111,152.112,152.081,152.087,119,1,0,152.01190000000003,True,
2025-02-17 02:21:00,152.087,152.1,152.082,152.086,78,1,0,152.01755,True,
2025-02-17 02:22:00,152.087,152.094,152.06,152.082,99,1,0,152.02569999999997,True,
2025-02-17 02:23:00,152.082,152.093,152.069,152.082,107,1,0,152.0321,True,
2025-02-17 02:24:00,152.083,152.084,152.055,152.065,65,1,0,152.03625000000002,True,
2025-02-17 02:25:00,152.065,152.067,152.041,152.043,84,1,0,152.0384,True,
2025-02-17 02:26:00,152.043,152.049,152.026,152.045,90,1,0,152.04265,True,
2025-02-17 02:27:00,152.045,152.049,152.023,152.041,83,1,0,152.0452,True,
2025-02-17 02:28:00,152.041,152.093,152.028,152.057,85,1,0,152.04935,True,
2025-02-17 02:29:00,152.063,152.063,152.009,152.011,105,1,0,152.0529,True,
2025-02-17 02:30:00,152.011,152.047,151.995,152.023,142,1,0,152.05519999999999,True,
2025-02-17 02:31:00,152.026,152.032,151.992,152.027,138,1,0,152.05505,False,
2025-02-17 02:32:00,152.027,152.027,151.96,151.967,77,1,0,152.05135,False,
2025-02-17 02:33:00,151.967,151.981,151.935,151.98,112,1,0,152.04815,False,
2025-02-17 02:34:00,151.98,151.998,151.957,151.974,85,1,0,152.04575,False,
2025-02-17 02:35:00,151.974,152.027,151.973,151.974,120,1,0,152.043,False,
2025-02-17 02:36:00,151.974,151.982,151.932,151.938,100,1,0,152.0378,False,
2025-02-17 02:37:00,151.938,151.941,151.905,151.929,69,1,0,152.03015,False,
2025-02-17 02:38:00,151.929,151.931,151.881,151.885,107,1,0,152.02035,False,
2025-02-17 02:39:00,151.885,151.895,151.878,151.892,105,1,0,152.00939999999997,False,
2025-02-17 02:40:00,151.892,151.897,151.87,151.886,91,1,0,151.99935,False,
2025-02-17 02:41:00,151.887,151.922,151.887,151.9,89,1,0,151.99005,False,
2025-02-17 02:42:00,151.9,151.91,151.889,151.889,110,1,0,151.9804,False,
2025-02-17 02:43:00,151.888,151.913,151.873,151.906,87,1,0,151.9716,False,
2025-02-17 02:44:00,151.906,151.93,151.906,151.927,107,1,0,151.96470000000002,False,
2025-02-17 02:45:00,151.927,151.951,151.927,151.942,62,1,0,151.95965,False,
2025-02-17 02:46:00,151.943,151.945,151.906,151.917,83,1,0,151.95325,False,
2025-02-17 02:47:00,151.916,151.93,151.907,151.929,87,1,0,151.94765,False,
2025-02-17 02:48:00,151.929,151.929,151.875,151.89,98,1,0,151.9393,False,
2025-02-17 02:49:00,151.89,151.913,151.838,151.888,136,1,0,151.93315,False,
2025-02-17 02:50:00,151.888,151.91,151.858,151.876,148,1,0,151.9258,False,
2025-02-17 02:51:00,151.876,151.892,151.851,151.872,125,1,0,151.91805,False,
2025-02-17 02:52:00,151.872,151.916,151.865,151.904,132,1,0,151.9149,False,
2025-02-17 02:53:00,151.904,151.931,151.874,151.886,150,1,0,151.9102,False,
2025-02-17 02:54:00,151.887,151.928,151.839,151.867,228,1,0,151.90485,False,
2025-02-17 02:55:00,151.866,151.868,151.788,151.821,217,1,0,151.8972,False,
2025-02-17 02:56:00,151.821,151.848,151.812,151.839,113,1,0,151.89225000000002,False,
2025-02-17 02:57:00,151.84,151.87,151.829,151.87,89,2,0,151.8893,False,
2025-02-17 02:58:00,151.87,151.87,151.832,151.857,81,1,0,151.8879,False,
2025-02-17 02:59:00,151.857,151.891,151.852,151.885,69,1,0,151.88755,False,
2025-02-17 03:00:00,151.885,151.885,151.835,151.845,128,1,0,151.8855,False,
2025-02-17 03:01:00,151.845,151.868,151.831,151.859,75,1,0,151.88344999999998,False,
2025-02-17 03:02:00,151.86,151.874,151.804,151.808,90,1,0,151.87939999999998,False,
2025-02-17 03:03:00,151.808,151.811,151.779,151.793,107,1,0,151.87375,False,
2025-02-17 03:04:00,151.794,151.794,151.762,151.792,153,1,0,151.867,False,
2025-02-17 03:05:00,151.793,151.808,151.78,151.808,101,1,0,151.8603,False,
2025-02-17 03:06:00,151.808,151.826,151.799,151.822,50,1,0,151.85555,False,
2025-02-17 03:07:00,151.822,151.822,151.799,151.807,58,1,0,151.84945,False,
2025-02-17 03:08:00,151.806,151.828,151.794,151.805,108,1,0,151.8452,False,
2025-02-17 03:09:00,151.805,151.813,151.759,151.765,84,1,0,151.83905,False,
2025-02-17 03:10:00,151.765,151.787,151.755,151.756,152,1,0,151.83305,False,
2025-02-17 03:11:00,151.756,151.776,151.749,151.757,95,1,0,151.82729999999998,False,
2025-02-17 03:12:00,151.762,151.789,151.755,151.777,101,1,0,151.82094999999998,False,
2025-02-17 03:13:00,151.778,151.793,151.771,151.782,81,1,0,151.81575,False,
2025-02-17 03:14:00,151.782,151.787,151.772,151.782,66,2,0,151.8115,False,
2025-02-17 03:15:00,151.782,151.788,151.772,151.774,64,1,0,151.80915,False,
2025-02-17 03:16:00,151.774,151.815,151.774,151.804,74,1,0,151.8074,False,
2025-02-17 03:17:00,151.804,151.852,151.804,151.836,82,1,0,151.8057,False,
2025-02-17 03:18:00,151.836,151.838,151.811,151.836,79,1,0,151.80465,False,
2025-02-17 03:19:00,151.836,151.844,151.817,151.835,71,1,0,151.80215,False,
2025-02-17 03:20:00,151.835,151.843,151.823,151.841,89,1,0,151.80195,False,
2025-02-17 03:21:00,151.841,151.844,151.835,151.843,58,1,0,151.80115,False,
2025-02-17 03:22:00,151.843,151.851,151.827,151.83,64,1,0,151.80225000000002,True,
2025-02-17 03:23:00,151.831,151.854,151.83,151.854,57,1,0,151.80530000000002,True,
2025-02-17 03:24:00,151.854,151.892,151.851,151.851,79,1,0,151.80825,True,
2025-02-17 03:25:00,151.851,151.861,151.828,151.828,89,1,0,151.80925000000002,True,
2025-02-17 03:26:00,151.828,151.836,151.827,151.827,63,1,0,151.8095,True,
2025-02-17 03:27:00,151.827,151.834,151.801,151.803,66,2,0,151.80929999999998,False,
2025-02-17 03:28:00,151.803,151.808,151.782,151.794,64,1,0,151.80875,False,
2025-02-17 03:29:00,151.794,151.803,151.772,151.778,78,1,0,151.8094,True,
2025-02-17 03:30:00,151.778,151.795,151.763,151.782,73,1,0,151.81070000000003,True,
2025-02-17 03:31:00,151.78,151.814,151.779,151.789,104,1,0,151.8123,True,
2025-02-17 03:32:00,151.789,151.808,151.766,151.806,142,2,0,151.81375,True,
2025-02-17 03:33:00,151.806,151.837,151.801,151.837,81,1,0,151.8165,True,
2025-02-17 03:34:00,151.837,151.837,151.801,151.815,113,1,0,151.81815,True,
2025-02-17 03:35:00,151.815,151.836,151.815,151.828,85,1,0,151.82085,True,
2025-02-17 03:36:00,151.828,151.838,151.796,151.799,81,1,0,151.82059999999998,False,
2025-02-17 03:37:00,151.799,151.818,151.779,151.78,101,2,0,151.8178,False,
2025-02-17 03:38:00,151.78,151.781,151.775,151.777,87,1,0,151.81485,False,
2025-02-17 03:39:00,151.777,151.793,151.767,151.791,69,1,0,151.81265,False,
2025-02-17 03:40:00,151.791,151.806,151.786,151.793,95,1,0,151.81025,False,
2025-02-17 03:41:00,151.793,151.807,151.781,151.8,81,1,0,151.80810000000002,False,
2025-02-17 03:42:00,151.802,151.805,151.785,151.788,76,1,0,151.806,False,
2025-02-17 03:43:00,151.788,151.799,151.78,151.786,96,1,0,151.80259999999998,False,
2025-02-17 03:44:00,151.786,151.788,151.77,151.778,79,1,0,151.79895000000002,False,
2025-02-17 03:45:00,151.778,151.781,151.738,151.754,81,1,0,151.79524999999998,False,
2025-02-17 03:46:00,151.756,151.838,151.752,151.824,88,2,0,151.7951,False,
2025-02-17 03:47:00,151.824,151.856,151.824,151.853,85,1,0,151.79760000000002,True,
2025-02-17 03:48:00,151.853,151.87,151.841,151.844,75,1,0,151.8001,True,
2025-02-17 03:49:00,151.844,151.848,151.831,151.841,53,1,0,151.80325,True,
2025-02-17 03:50:00,151.841,151.869,151.841,151.866,49,2,0,151.80745,True,
2025-02-17 03:51:00,151.866,151.875,151.843,151.858,59,2,0,151.8109,True,
2025-02-17 03:52:00,151.858,151.874,151.853,151.867,104,1,0,151.81395,True,
2025-02-17 03:53:00,151.867,151.889,151.855,151.884,82,1,0,151.8163,True,
2025-02-17 03:54:00,151.884,151.9,151.866,151.873,125,1,0,151.8192,True,
2025-02-17 03:55:00,151.873,151.89,151.873,151.885,79,1,0,151.82205000000002,True,
2025-02-17 03:56:00,151.885,151.886,151.866,151.871,67,1,0,151.82565,True,
2025-02-17 03:57:00,151.871,151.874,151.848,151.871,65,1,0,151.8302,True,
2025-02-17 03:58:00,151.871,151.895,151.87,151.894,74,1,0,151.83605,True,
2025-02-17 03:59:00,151.894,151.912,151.89,151.9,72,1,0,151.8415,True,
2025-02-17 04:00:00,151.901,151.937,151.891,151.922,110,1,0,151.84795,True,
2025-02-17 04:01:00,151.926,151.926,151.879,151.882,80,1,0,151.85205,True,
2025-02-17 04:02:00,151.882,151.894,151.867,151.876,102,1,0,151.85645,True,
2025-02-17 04:03:00,151.876,151.892,151.876,151.885,57,1,0,151.86139999999997,True,
2025-02-17 04:04:00,151.885,151.886,151.86,151.875,52,1,0,151.86624999999998,True,
2025-02-17 04:05:00,151.875,151.895,151.867,151.873,52,1,0,151.8722,True,
2025-02-17 04:06:00,151.873,151.886,151.864,151.868,38,1,0,151.87439999999998,True,
2025-02-17 04:07:00,151.868,151.872,151.835,151.859,62,1,0,151.87470000000002,True,
2025-02-17 04:08:00,151.859,151.86,151.808,151.81,73,1,0,151.873,False,
2025-02-17 04:09:00,151.81,151.836,151.81,151.818,72,1,0,151.87185,False,
2025-02-17 04:10:00,151.818,151.82,151.773,151.788,90,1,0,151.86795,False,
2025-02-17 04:11:00,151.788,151.816,151.788,151.803,67,1,0,151.86520000000002,False,
2025-02-17 04:12:00,151.803,151.834,151.803,151.824,113,1,0,151.86305,False,
2025-02-17 04:13:00,151.824,151.825,151.779,151.783,135,1,0,151.858,False,
2025-02-17 04:14:00,151.784,151.802,151.775,151.788,122,1,0,151.85375000000002,False,
2025-02-17 04:15:00,151.788,151.804,151.788,151.802,55,1,0,151.84959999999998,False,
2025-02-17 04:16:00,151.802,151.812,151.79,151.8,118,1,0,151.84605000000002,False,
2025-02-17 04:17:00,151.8,151.821,151.8,151.811,51,1,0,151.84305,False,
2025-02-17 04:18:00,151.811,151.83,151.81,151.817,61,1,0,151.8392,False,
2025-02-17 04:19:00,151.817,151.817,151.779,151.788,94,1,0,151.8336,False,
2025-02-17 04:20:00,151.788,151.803,151.787,151.801,53,1,0,151.82755000000003,False,
2025-02-17 04:21:00,151.801,151.827,151.8,151.805,48,1,0,151.8237,False,
2025-02-17 04:22:00,151.805,151.831,151.805,151.83,89,1,0,151.82139999999998,False,
2025-02-17 04:23:00,151.83,151.832,151.803,151.805,58,1,0,151.81740000000002,False,
2025-02-17 04:24:00,151.805,151.807,151.785,151.791,46,1,0,151.8132,False,
2025-02-17 04:25:00,151.791,151.801,151.788,151.8,42,1,0,151.80955,False,
2025-02-17 04:26:00,151.8,151.8,151.751,151.753,44,1,0,151.8038,False,
2025-02-17 04:27:00,151.753,151.802,151.752,151.791,70,1,0,151.8004,False,
2025-02-17 04:28:00,151.791,151.797,151.789,151.789,38,1,0,151.79935,False,
2025-02-17 04:29:00,151.789,151.793,151.767,151.767,61,2,0,151.79680000000002,False,
2025-02-17 04:30:00,151.767,151.77,151.755,151.758,66,2,0,151.7953,False,
2025-02-17 04:31:00,151.757,151.759,151.749,151.754,50,1,0,151.79285000000002,False,
2025-02-17 04:32:00,151.754,151.754,151.721,151.748,89,1,0,151.78905,False,
2025-02-17 04:33:00,151.748,151.758,151.737,151.755,53,1,0,151.78764999999999,False,
2025-02-17 04:34:00,151.755,151.755,151.697,151.699,89,1,0,151.7832,False,
2025-02-17 04:35:00,151.702,151.715,151.702,151.708,35,1,0,151.7785,False,
2025-02-17 04:36:00,151.708,151.715,151.678,151.678,60,2,0,151.7724,False,
2025-02-17 04:37:00,151.678,151.683,151.639,151.645,97,3,0,151.76409999999998,False,
2025-02-17 04:38:00,151.645,151.666,151.645,151.659,111,1,0,151.75619999999998,False,
2025-02-17 04:39:00,151.659,151.661,151.63,151.632,67,1,0,151.7484,False,
2025-02-17 04:40:00,151.631,151.636,151.6,151.629,119,1,0,151.7398,False,
2025-02-17 04:41:00,151.629,151.634,151.609,151.624,91,1,0,151.73075,False,
2025-02-17 04:42:00,151.624,151.641,151.621,151.631,87,1,0,151.7208,False,
2025-02-17 04:43:00,151.631,151.631,151.606,151.611,56,1,0,151.7111,False,
2025-02-17 04:44:00,151.611,151.625,151.591,151.625,87,1,0,151.7028,False,
2025-02-17 04:45:00,151.624,151.636,151.603,151.625,124,1,0,151.69405,False,
2025-02-17 04:46:00,151.625,151.631,151.612,151.625,85,1,0,151.68765,False,
2025-02-17 04:47:00,151.626,151.65,151.617,151.649,76,1,0,151.68054999999998,False,
2025-02-17 04:48:00,151.649,151.649,151.596,151.599,100,1,0,151.67104999999998,False,
2025-02-17 04:49:00,151.599,151.62,151.599,151.609,63,1,0,151.66315,False,
2025-02-17 04:50:00,151.609,151.612,151.556,151.557,112,1,0,151.65310000000002,False,
2025-02-17 04:51:00,151.557,151.574,151.553,151.557,131,1,0,151.64325,False,
2025-02-17 04:52:00,151.557,151.577,151.537,151.576,112,1,0,151.63465000000002,False,
2025-02-17 04:53:00,151.576,151.577,151.526,151.528,105,1,0,151.6233,False,
2025-02-17 04:54:00,151.528,151.563,151.521,151.563,79,1,0,151.6165,False,
2025-02-17 04:55:00,151.563,151.58,151.554,151.579,72,1,0,151.61005,False,
2025-02-17 04:56:00,151.579,151.579,151.516,151.529,103,1,0,151.6026,False,
2025-02-17 04:57:00,151.529,151.531,151.511,151.518,112,1,0,151.59625,False,
2025-02-17 04:58:00,151.518,151.534,151.507,151.522,96,1,0,151.5894,False,
2025-02-17 04:59:00,151.522,151.556,151.519,151.55,71,1,0,151.5853,False,
2025-02-17 05:00:00,151.552,151.58,151.551,151.577,83,1,0,151.5827,False,
2025-02-17 05:01:00,151.577,151.577,151.56,151.572,65,1,0,151.5801,False,
2025-02-17 05:02:00,151.572,151.584,151.552,151.553,80,1,0,151.5762,False,
2025-02-17 05:03:00,151.553,151.564,151.542,151.555,63,1,0,151.5734,False,
2025-02-17 05:04:00,151.555,151.565,151.553,151.556,55,1,0,151.56995,False,
2025-02-17 05:05:00,151.556,151.571,151.552,151.555,95,1,0,151.56645,False,
2025-02-17 05:06:00,151.555,151.558,151.544,151.552,77,1,0,151.56279999999998,False,
2025-02-17 05:07:00,151.552,151.556,151.531,151.547,61,1,0,151.5577,False,
2025-02-17 05:08:00,151.547,151.551,151.539,151.548,59,1,0,151.55515,False,
2025-02-17 05:09:00,151.548,151.549,151.54,151.543,81,1,0,151.55185,False,
2025-02-17 05:10:00,151.543,151.582,151.54,151.582,83,1,0,151.5531,True,
2025-02-17 05:11:00,151.582,151.586,151.57,151.573,73,1,0,151.5539,True,
2025-02-17 05:12:00,151.573,151.591,151.571,151.589,56,1,0,151.55455,True,
2025-02-17 05:13:00,151.589,151.593,151.549,151.577,65,1,0,151.55700000000002,True,
2025-02-17 05:14:00,151.577,151.59,151.569,151.579,38,1,0,151.5578,True,
2025-02-17 05:15:00,151.579,151.592,151.576,151.58,53,2,0,151.55785,True,
2025-02-17 05:16:00,151.58,151.59,151.56,151.587,59,1,0,151.56075,True,
2025-02-17 05:17:00,151.588,151.595,151.578,151.592,61,1,0,151.56445,True,
2025-02-17 05:18:00,151.592,151.654,151.587,151.641,115,2,0,151.5704,True,
2025-02-17 05:19:00,151.644,151.644,151.62,151.638,82,1,0,151.5748,True,
2025-02-17 05:20:00,151.638,151.645,151.634,151.636,42,1,0,151.57774999999998,True,
2025-02-17 05:21:00,151.636,151.638,151.621,151.633,65,1,0,151.5808,True,
2025-02-17 05:22:00,151.633,151.64,151.628,151.631,58,1,0,151.5847,True,
2025-02-17 05:23:00,151.631,151.649,151.631,151.641,60,2,0,151.589,True,
2025-02-17 05:24:00,151.641,151.664,151.64,151.658,86,2,0,151.5941,True,
2025-02-17 05:25:00,151.658,151.66,151.621,151.625,77,1,0,151.5976,True,
2025-02-17 05:26:00,151.625,151.639,151.619,151.619,70,1,0,151.60095,True,
2025-02-17 05:27:00,151.619,151.627,151.605,151.624,66,1,0,151.6048,True,
2025-02-17 05:28:00,151.625,151.649,151.625,151.641,68,1,0,151.60944999999998,True,
2025-02-17 05:29:00,151.64,151.653,151.639,151.649,71,1,0,151.61475,True,
2025-02-17 05:30:00,151.649,151.653,151.634,151.648,72,1,0,151.61804999999998,True,
2025-02-17 05:31:00,151.648,151.654,151.627,151.632,71,1,0,151.621,True,
2025-02-17 05:32:00,151.633,151.639,151.619,151.623,75,1,0,151.6227,True,
2025-02-17 05:33:00,151.623,151.642,151.623,151.641,27,1,0,151.6259,True,
2025-02-17 05:34:00,151.641,151.649,151.641,151.647,35,1,0,151.6293,True,
2025-02-17 05:35:00,151.647,151.655,151.638,151.651,51,1,0,151.63285000000002,True,
2025-02-17 05:36:00,151.65,151.655,151.639,151.65,102,1,0,151.636,True,
2025-02-17 05:37:00,151.65,151.652,151.62,151.623,57,1,0,151.63755,True,
2025-02-17 05:38:00,151.623,151.639,151.623,151.625,72,1,0,151.63675,False,
2025-02-17 05:39:00,151.625,151.651,151.625,151.647,75,1,0,151.6372,True,
2025-02-17 05:40:00,151.647,151.662,151.637,151.66,53,1,0,151.6384,True,
2025-02-17 05:41:00,151.66,151.661,151.639,151.64,36,1,0,151.63875,True,
2025-02-17 05:42:00,151.639,151.641,151.624,151.629,76,1,0,151.63865,False,
2025-02-17 05:43:00,151.629,151.631,151.623,151.627,34,1,0,151.63795,False,
2025-02-17 05:44:00,151.627,151.63,151.607,151.608,75,3,0,151.63545,False,
2025-02-17 05:45:00,151.608,151.624,151.606,151.614,85,1,0,151.6349,False,
2025-02-17 05:46:00,151.614,151.615,151.599,151.609,67,1,0,151.6344,False,
2025-02-17 05:47:00,151.609,151.628,151.599,151.6,77,1,0,151.63320000000002,False,
2025-02-17 05:48:00,151.6,151.613,151.599,151.613,77,1,0,151.6318,False,
2025-02-17 05:49:00,151.613,151.637,151.613,151.637,73,1,0,151.6312,False,
2025-02-17 05:50:00,151.637,151.639,151.617,151.628,50,1,0,151.6302,False,
2025-02-17 05:51:00,151.628,151.629,151.607,151.627,78,1,0,151.62994999999998,False,
2025-02-17 05:52:00,151.637,151.644,151.613,151.627,54,1,0,151.63015000000001,True,
2025-02-17 05:53:00,151.63,151.636,151.612,151.615,63,1,0,151.62885,False,
2025-02-17 05:54:00,151.615,151.641,151.615,151.624,50,1,0,151.6277,False,
2025-02-17 05:55:00,151.622,151.627,151.615,151.62,51,1,0,151.62615,False,
2025-02-17 05:56:00,151.62,151.622,151.588,151.598,47,1,0,151.62355,False,
2025-02-17 05:57:00,151.598,151.602,151.588,151.597,61,1,0,151.62224999999998,False,
2025-02-17 05:58:00,151.598,151.622,151.595,151.619,70,1,0,151.62195,False,
2025-02-17 05:59:00,151.619,151.638,151.618,151.619,70,1,0,151.62055,False,
2025-02-17 06:00:00,151.619,151.626,151.605,151.608,73,1,0,151.61795,False,
2025-02-17 06:01:00,151.608,151.643,151.606,151.64,103,1,0,151.61795,False,
2025-02-17 06:02:00,151.64,151.657,151.624,151.657,68,1,0,151.61935,True,
2025-02-17 06:03:00,151.657,151.669,151.657,151.658,37,1,0,151.6209,True,
2025-02-17 06:04:00,151.658,151.664,151.637,151.641,61,2,0,151.62255,True,
2025-02-17 06:05:00,151.641,151.659,151.641,151.656,60,1,0,151.62465000000003,True,
2025-02-17 06:06:00,151.656,151.671,151.651,151.668,42,1,0,151.62759999999997,True,
2025-02-17 06:07:00,151.668,151.684,151.668,151.681,61,1,0,151.63164999999998,True,
2025-02-17 06:08:00,151.681,151.685,151.673,151.679,58,1,0,151.63495,True,
2025-02-17 06:09:00,151.679,151.706,151.679,151.693,45,1,0,151.63775,True,
2025-02-17 06:10:00,151.693,151.704,151.689,151.692,45,1,0,151.64095000000003,True,
2025-02-17 06:11:00,151.692,151.713,151.69,151.708,36,1,0,151.645,True,
2025-02-17 06:12:00,151.708,151.713,151.698,151.701,35,1,0,151.6487,True,
2025-02-17 06:13:00,151.701,151.706,151.698,151.704,39,1,0,151.65315,True,
2025-02-17 06:14:00,151.704,151.705,151.692,151.693,45,1,0,151.65660000000003,True,
2025-02-17 06:15:00,151.693,151.701,151.691,151.695,45,1,0,151.66035,True,
2025-02-17 06:16:00,151.695,151.712,151.69,151.705,74,1,0,151.6657,True,
2025-02-17 06:17:00,151.705,151.709,151.703,151.708,39,1,0,151.67125000000001,True,
2025-02-17 06:18:00,151.708,151.74,151.708,151.74,46,2,0,151.6773,True,
2025-02-17 06:19:00,151.739,151.743,151.725,151.728,58,1,0,151.68275,True,
2025-02-17 06:20:00,151.728,151.742,151.719,151.741,58,1,0,151.68940000000003,True,
2025-02-17 06:21:00,151.741,151.743,151.736,151.742,23,1,0,151.6945,True,
2025-02-17 06:22:00,151.742,151.755,151.736,151.739,58,1,0,151.6986,True,
